LSOA Code,All categories Ethnic group detailed,White English Welsh Scottish Northern Irish British,White Irish,White Gypsy or Irish Traveller,White Afghan,White Albanian,White Anglo Indian,White Argentinian,White Australian New Zealander,White Baltic States,White Bosnian,White Brazilian,White British Asian,White Burmese,White Chilean,White Colombian,White Commonwealth of Russian Independent States,White Croatian,White Cuban,White Cypriot part not stated,White Ecuadorian,White European Mixed,White Filipino,White Greek,White Greek Cypriot,White Iranian,White Israeli,White Italian,White Japanese,White Kashmiri,White Kosovan,White Kurdish,White Latin South Central American,White Malaysian,White Mexican,White Moroccan,White Multi ethnic islands,White Nepalese includes Gurkha,White Nigerian,White North African,White North American,White Other Eastern European,White Other Middle East,White Other Western European,White Peruvian,White Polish,White Polynesia Micronesia Melanesia,White Serbian,White Somali,White Somalilander,White Sri Lankan,White Tamil,White Thai,White Turkish,White Turkish Cypriot,White Venezuelan,White Vietnamese,White White African,White White Caribbean,White Any other ethnic group,Mixed multiple ethnic group White and Black Caribbean,Mixed multiple ethnic group White and Black African,Mixed multiple ethnic group White and Asian,Mixed multiple ethnic group Afghan,Mixed multiple ethnic group African Arab,Mixed multiple ethnic group Albanian,Mixed multiple ethnic group Anglo Indian,Mixed multiple ethnic group Australian New Zealander,Mixed multiple ethnic group Baltic States,Mixed multiple ethnic group Black and Asian,Mixed multiple ethnic group Black and Chinese,Mixed multiple ethnic group Black and White,Mixed multiple ethnic group Black British,Mixed multiple ethnic group Black European,Mixed multiple ethnic group Black African American,Mixed multiple ethnic group Brazilian,Mixed multiple ethnic group British Asian,Mixed multiple ethnic group Burmese,Mixed multiple ethnic group Caribbean Asian,Mixed multiple ethnic group Chilean,Mixed multiple ethnic group Chinese and White,Mixed multiple ethnic group Colombian,Mixed multiple ethnic group Commonwealth of Russian Independent States,Mixed multiple ethnic group Cuban,Mixed multiple ethnic group Cypriot part not stated,Mixed multiple ethnic group East African Asian,Mixed multiple ethnic group Ecuadorian,Mixed multiple ethnic group European Mixed,Mixed multiple ethnic group Filipino,Mixed multiple ethnic group Greek,Mixed multiple ethnic group Greek Cypriot,Mixed multiple ethnic group Indonesian,Mixed multiple ethnic group Iranian,Mixed multiple ethnic group Israeli,Mixed multiple ethnic group Italian,Mixed multiple ethnic group Japanese,Mixed multiple ethnic group Kashmiri,Mixed multiple ethnic group Korean,Mixed multiple ethnic group Kosovan,Mixed multiple ethnic group Kurdish,Mixed multiple ethnic group Latin South Central American,Mixed multiple ethnic group Malaysian,Mixed multiple ethnic group Mexican,Mixed multiple ethnic group Moroccan,Mixed multiple ethnic group Multi ethnic islands,Mixed multiple ethnic group Nepalese includes Gurkha,Mixed multiple ethnic group Nigerian,Mixed multiple ethnic group North African,Mixed multiple ethnic group North American,Mixed multiple ethnic group Other Eastern European,Mixed multiple ethnic group Other Middle East,Mixed multiple ethnic group Other Western European,Mixed multiple ethnic group Peruvian,Mixed multiple ethnic group Polish,Mixed multiple ethnic group Polynesia Micronesia Melanesia,Mixed multiple ethnic group Somali,Mixed multiple ethnic group South Asian and Chinese,Mixed multiple ethnic group Sri Lankan,Mixed multiple ethnic group Tamil,Mixed multiple ethnic group Thai,Mixed multiple ethnic group Turkish,Mixed multiple ethnic group Turkish Cypriot,Mixed multiple ethnic group Venezuelan,Mixed multiple ethnic group Vietnamese,Mixed multiple ethnic group White African,Mixed multiple ethnic group White and Arab,Mixed multiple ethnic group White and East Asian,Mixed multiple ethnic group White and North African or Middle Eastern,Mixed multiple ethnic group White and South Asian,Mixed multiple ethnic group White Caribbean,Mixed multiple ethnic group Any other ethnic group,Asian Asian British Indian or British Indian,Asian Asian British Pakistani or British Pakistani,Asian Asian British Bangladeshi British Bangladeshi,Asian Asian British Chinese,Asian Asian British Afghan,Asian Asian British Anglo Indian,Asian Asian British British Asian,Asian Asian British Burmese,Asian Asian British Cambodia,Asian Asian British Caribbean Asian,Asian Asian British Commonwealth of Russian Independent States,Asian Asian British East African Asian,Asian Asian British European Mixed,Asian Asian British Filipino,Asian Asian British Indonesian,Asian Asian British Iranian,Asian Asian British Italian,Asian Asian British Japanese,Asian Asian British Kashmiri,Asian Asian British Korean,Asian Asian British Kurdish,Asian Asian British Latin South Central American,Asian Asian British Malaysian,Asian Asian British Multi ethnic islands,Asian Asian British Nepalese includes Gurkha,Asian Asian British North American,Asian Asian British Other Eastern European,Asian Asian British Other Middle East,Asian Asian British Other Western European,Asian Asian British Polynesia Micronesia Melanesia,Asian Asian British Punjabi,Asian Asian British Sinhalese,Asian Asian British Somali,Asian Asian British Sri Lankan,Asian Asian British Taiwanese,Asian Asian British Tamil,Asian Asian British Thai,Asian Asian British Turkish,Asian Asian British Turkish Cypriot,Asian Asian British Vietnamese,Asian Asian British Any other ethnic group,Black African Caribbean Black British African,Black African Caribbean Black British Caribbean,Black African Caribbean Black British Afghan,Black African Caribbean Black British African Arab,Black African Caribbean Black British Black British,Black African Caribbean Black British Black European,Black African Caribbean Black British Black African American,Black African Caribbean Black British Brazilian,Black African Caribbean Black British Caribbean Asian,Black African Caribbean Black British Colombian,Black African Caribbean Black British Cuban,Black African Caribbean Black British European Mixed,Black African Caribbean Black British Filipino,Black African Caribbean Black British Italian,Black African Caribbean Black British Latin South Central American,Black African Caribbean Black British Moroccan,Black African Caribbean Black British Multi ethnic islands,Black African Caribbean Black British Nigerian,Black African Caribbean Black British North African,Black African Caribbean Black British North American,Black African Caribbean Black British Other Western European,Black African Caribbean Black British Polynesia Micronesia Melanesia,Black African Caribbean Black British Somali,Black African Caribbean Black British Somalilander,Black African Caribbean Black British Sri Lankan,Black African Caribbean Black British Any other ethnic group,Other ethnic group Arab,Other ethnic group Afghan,Other ethnic group African Arab,Other ethnic group Albanian,Other ethnic group Anglo Indian,Other ethnic group Australian New Zealander,Other ethnic group Baltic States,Other ethnic group Bosnian,Other ethnic group Brazilian,Other ethnic group Burmese,Other ethnic group Caribbean Asian,Other ethnic group Chilean,Other ethnic group Colombian,Other ethnic group Commonwealth of Russian Independent States,Other ethnic group Cypriot part not stated,Other ethnic group Ecuadorian,Other ethnic group European Mixed,Other ethnic group Filipino,Other ethnic group Greek,Other ethnic group Greek Cypriot,Other ethnic group Indonesian,Other ethnic group Iranian,Other ethnic group Israeli,Other ethnic group Italian,Other ethnic group Japanese,Other ethnic group Kashmiri,Other ethnic group Korean,Other ethnic group Kosovan,Other ethnic group Kurdish,Other ethnic group Latin South Central American,Other ethnic group Malaysian,Other ethnic group Mexican,Other ethnic group Moroccan,Other ethnic group Multi ethnic islands,Other ethnic group Nepalese includes Gurkha,Other ethnic group North African,Other ethnic group North American,Other ethnic group Other Eastern European,Other ethnic group Other Middle East,Other ethnic group Other Western European,Other ethnic group Peruvian,Other ethnic group Polish,Other ethnic group Polynesia Micronesia Melanesia,Other ethnic group Punjabi,Other ethnic group Somali,Other ethnic group Somalilander,Other ethnic group Sri Lankan,Other ethnic group Tamil,Other ethnic group Thai,Other ethnic group Turkish,Other ethnic group Turkish Cypriot,Other ethnic group Vietnamese,Other ethnic group Any other ethnic group
E01008192,1433,1395,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01008217,1563,1534,2,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01008183,1478,1440,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E01008186,1965,1901,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
E01008187,1674,1646,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
E01008196,1928,1885,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E01008222,1521,1492,3,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01008223,1782,1695,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,2,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,9,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01008224,1852,1773,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,0,13,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E01008226,1498,1447,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01008172,1703,1652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,14,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1
E01008173,1606,1545,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
E01008174,2087,2004,5,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,13,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01008175,1475,1361,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,22,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E01008176,1496,1477,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01008162,2377,1850,25,4,0,1,0,0,3,6,0,0,0,0,0,0,1,0,0,0,0,9,0,6,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,14,0,28,0,0,0,0,0,0,0,4,0,0,1,0,0,15,9,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,50,18,11,144,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,9,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,5
E01008164,1313,1101,7,2,0,2,0,0,0,7,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,14,8,7,14,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
E01008166,1559,1086,15,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,4,0,4,0,0,0,2,1,0,0,0,0,0,0,0,2,0,2,16,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,10,5,5,22,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,21,4,1,53,2,0,0,0,0,0,0,0,0,6,1,9,0,3,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,9,0,0,2,1,0,0,9,88,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15
E01008168,2238,1920,18,5,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,6,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,7,0,26,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,9,3,62,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,2,31,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
E01008163,2000,1687,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,18,1,25,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,82,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,12,10,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
